label,question,syn_question
一場選舉高雄市長韓國瑜引爆韓流民進黨前立委林濁水直指韓國瑜崛起意味著苦人們集體建制精英造反值得留意未來韓國瑜下去韓粉退散但苦民怨並不會消失這會台灣最深最深痛林濁水指出前行政院發言人胡幼偉說過韓國瑜國民黨傳統菁英份子同一掛韓國瑜一度落魄經驗告訴地氣族精神領袖代言人身分超越黨派界限囊括全台大多數工農群眾選票登上大位韓國瑜何飽受各方攻擊支持度下降聲望居第一林濁水自由評論網點出這證明民怨共同體凝聚力堅實普世現象證實學者說菁英愈不爽韓地氣族愈爽韓因為當韓國瑜攻擊時便喚許多苦社會底層受委屈記憶愈韓國瑜感同身受韓國瑜認同會更鞏固林濁水強調凝聚韓國瑜身邊民怨那麼強深廣泛未來韓國瑜下去但苦民怨並不會消失這會台灣當前還會持續相當久未來最深最深痛中時電子報,高雄市長韓國瑜話題不斷近來市政會議表現日前拋出總統高雄辦公言論隨後又有民調顯示韓國瑜支持度下降10-11%更引起外界討論其聲勢是否下滑憂慮對此文化大學教授鈕則勳語重心長表示面對議員攻擊性質詢韓國瑜應該沉住氣不要一直重複高雄發大財否則易這句話變得廉價影響韓國瑜聲勢鈕則勳接受寰宇新聞網專訪時表示近來媒體民調顯示韓國瑜支持度大約掉10-11%左右紐則勳指出現在很多議員透過挑釁式攻擊性方式進行質詢韓國瑜議員戰術激怒易失去一個市長高度鈕則勳並表示本來高雄發大財期許當韓國瑜一種負氣帶有怒氣不斷重複高雄發大財這句話時會覺得高雄發大財好像變得非常廉價成一個笑話韓國瑜大眾覺得高雄發大財一樁笑話時恐進一步導致韓國瑜神話破滅中時電子報,1
為慶祝108年總統府建築滿百年總統府日前舉辦100100總統府攝影創作比賽近日得獎作品出爐引發外界議論圖擷自總統府建築百年網站網友發現優選作品出現超浮誇PS效果質疑我無法想像總統府看到這種攝影展圖擷自總統府建築百年網站網友質疑第一名作品持攝影機圖擷自總統府建築百年網站網友昨日PTT發文針得獎作品質疑攝影藝術不應侷限創作可能性第一名作品持攝影機得獎似乎攝影師公平發文網友指出專業組優選作品中竟有大量使用製P圖作品該批作品中看到大量製P憲兵排排站原PO直呼這種五毛P圖居然優選我無法想像總統府看到這種攝影展該文發出引發不少網友議論紛紛酸說憲兵XDDDDDD憲兵越多加越多分懂P成入選P圖根本違反攝影 快門那剎作品完成還以國中生電腦課作業,總統府舉辦100100總統府攝影創作比賽將於明15日起開放報名取自總統府網站記者蘇永耀台北報導總統府今日表示總統府舉辦100100總統府攝影創作比賽將於明15日起開放報名歡迎各界攝影愛好者踴躍投件參賽為明108年月底總統府建築百年相關活動暖身一起影像詮釋總統府本次攝影創作比賽係委託台灣攝影博物館文化學會辦理分為專業組組不限國籍皆參賽拍攝題材舉總統府相關事物等題材內容皆不限日期年代創作形式拍攝設備期望透過自由創作攝影解構府真實過去參賽作品將由攝影建築藝術文化領域專業人士組成評審小組評選組專業組取前名及優選獎金額度專業組組名分別為15萬元及萬元總獎額達43萬元,2
天氣炙熱難耐不少民眾會前往海邊戲水涼美國喬治亞州聖西蒙斯島St Simon's Island一位31歲媽媽海邊發現隻乾枯魚屍駭人魚口外緣竟長出整排人類牙齒毛骨悚然這位31歲媽媽布羅絲Maleah Burrows日前帶歲兒子前往海邊散步意外撞見遠方沙灘隻死亡乾枯魚屍原本打算趁機給孩子機會教育沒想到走近一看發現魚身鱗片殘缺魚嘴還長出滿口人類無異牙齒就連嘴巴內部長好長滿密集恐懼症發作眼前景象嚇傻布羅絲立刻照片拍照PO網直呼完全不敢想像海裡游泳生物咬會感受…知道原來這條魚叫做羊頭長頜魚輻鰭魚綱骨舌魚目象鼻魚科一種通常分布非洲上游美國則出現西海岸居多體長可達29公分,印度一名40歲女子黛薇Sheela Devi日前疑似誤服毒物隨即緊急送往醫院急救沒想到手術過程中黛薇頭部突然爆炸當場慘死在手術台上現場醫護人員全都嚇傻綜合外媒報導黛薇本月15日誤食一款不明毒藥陷入昏迷隨即送往印度北方邦Uttar Pradesh阿里格爾縣Aligarh賈瓦哈爾拉爾尼赫魯醫學院Jawahar Lal Nehru Medical College接受緊急治療當時現場醫護人員試圖用生理食鹽水替進行洗胃才剛灌入時濃濃惡臭液體黛薇嘴巴竄出出現一道火光爆炸導致黛薇當場遭到爆頭迸出陣陣白色煙霧現場醫護人員相當錯愕醫師賽迪SS Zaidi推測黛薇可能誤食含有磷化鋁殺蟲藥丸經與胃酸結合會釋出高度易燃氣體毒物發生爆炸強調這是醫以從來沒有遇過事真正死因有待解剖確定,0
台64線三重光復路匝道發生名貴車輛連環追撞車禍王揚傑翻攝17日晚時20分左右新北市台64線快速道路三重光復路匝道發生車追撞車禍紅色法拉利白色藍寶堅尼小牛超跑依序引道出口停紅燈方輛BMW轎車駕駛未注意前方路況先追撞小牛推擠法拉利無人受傷警方到場名駕駛進行酒測均酒精反應警方調查肇事原因釐清責任車損部分仍待估計中時 ,台中市警察局統計台中市今年月份道路交通事故汽機車自撞摔件數共1097件造成10死亡1152受傷分析駕駛人自撞摔案件肇事原因多為駕駛疏忽未注意車前狀況酒後駕車因素警方除落實執法並加強宣導警方指出月日時13分北屯區水湳里大連西路40號前發生一起A1車禍輛自小客車猛力衝撞民宅鐵捲門導致自小客車駕駛當場死亡案件初步研判係自小客車不明原因肇事事故台中市警五分局交通組日前邀水湳里里長市府交通局警察局交通大隊北屯區公所單位事故現場會勘路宣導行經路口時減速慢行逆向行駛闖紅燈減教民顧安全警方呼籲駕駛人熬夜疲勞宿醉未醒生病服藥情緒穩時勿駕車上路天候不佳時下雨應減速慢行特別提醒駕駛人行車切勿超速保持適當安全距離及間隔夜間行駛務必開啟大燈注意前方狀況採取必要安全措施提高自我安全防衛駕駛才安全★中時電子報關心飲酒過量有礙健康★中時電子報提醒您酒後不開車安全保障中時 ,0
貨出去進來高雄發大財高雄市長韓國瑜上任兌現選前承諾全力拚經濟名嘴許聖梅昨晚臉書PO出百字文感謝韓國瑜開心寫高雄發大財許聖梅會突然做出此番宣言原來受邀主持2019全球城市小姐選拔高雄舉行總決賽記者會市長韓國瑜特地響應出席還承諾這支美麗隊伍成高雄市形象大使時月號的總決賽不會缺席事臉書感謝韓國瑜出席自爆兩人聊天內容佳芬以前一起跑教育部韓記得妳以前很多追喔…市長不要爆我料放心不會問不要選總統最後更開心寫高雄發大財中時電子報,選美佳麗難 韓國瑜心情眼睛亮影中天新聞CH52高雄市長韓國瑜努力拚農漁產品外銷笑說平常看到鳳梨芭樂石斑魚虱目魚12日全球城市小姐高雄邀請參加韓國瑜眼睛亮笑非常開心合照時韓國瑜笑說高活動中請世界盃全球城市小姐冠軍墨西哥吉賽送一頂牛仔帽給韓國瑜韓笑開懷馬大方戴到頭上聖地牙哥．巴斯奇亞羅市長透過墨西哥小姐送上親筆信希望高雄締結姊妹市主持人許聖梅馬接話說市長沒問題齁水果賣到杜蘭戈省韓國瑜馬笑回賣不起太遠哈哈哈哈韓國瑜說平常看到水產品龍膽石斑虱目魚剛剛看到現場佳麗一出場後眼睛亮會後佳麗們搶韓國瑜拍照韓國瑜笑自嘲高忘選美佳麗們說一起拚高雄經濟中時電子報,0
屋內焦黑一片巫靜婷翻攝苗栗縣後龍鎮中華路間透天民宅15日深夜發生火警濃煙夾雜火舌從二樓鐵窗竄出警消破壞側門進入火場撲滅火勢不幸屋內發現72歲林姓老婦逃生不及葬身火窟詳細起火原因有待警消調查消防局第二大隊指出現場連棟式層樓建物起火燃燒由三戶民宅打通一樓採RC結構二樓採輕鋼構鐵皮建成民宅右邊廚房中間客廳左側臥室研判起火處為二樓客廳廚房第二大隊長曹春風指出火舌從二樓竄出火勢猛烈龍分隊採一水線入室但二樓入口鐵門上鎖費盡一番功夫破壞側門進入火場射水撲滅火勢消防隊支援人車到場外部則採射水防護屋內倉皇逃出外籍女移工向消防隊員表示屋內名老人家受困消防人員搜索時發現林姓老婦腿部裝有義肢逃生不及躺客廳沙發處附近身上多處焦黑已明顯死亡林婦子女聽聞噩耗趕到現場蹲坐在火場外悲慟無法言語民宅內多為木板隔間火勢伴隨濃煙竄燒檢視二樓室一具約20公斤瓦斯鋼瓶漏氣因開關閥受損無法關閉消防人員先將抬出一樓空曠處並以水霧防護避免發生嚴重災情詳細起火原因仍待火調人員進一步釐清中時 ,消防員朝水溝內射水降溫黃世麒攝起火兩部發電機燒到焦黑消防員持續射水降溫黃世麒攝消防員朝水溝內射水降溫黃世麒攝台北市和平籃球館旁15日凌晨時許發生火警消防局接獲民眾報案稱火勢很大派出多個分隊人員到場發現空地擺設兩部發電機起火燃燒外連水溝出陣陣火舌濃煙趕緊佈條水線灌救避免火勢延燒和平籃球館外驚傳火警 疑兩發電機釀禍了解和平籃球館將17日舉辦電競比賽四強暨決賽主辦單位租用部發電機因應賽事起火兩部發電機距場館一定距離沒有造成更大災害起火原因財損則警方調查釐清中中時 ,0
韓國瑜就任前揚言找阿諾代言高雄觀光如今成為泡影各界砲轟左圖資料右圖美聯社資料即時新聞綜合報導高雄市長韓國瑜政見支票跳票繼香港歌手鄧紫棋沒有當高雄代言人美國好萊塢影星阿諾史瓦辛格確定月不會高雄演講批踢踢實業坊PTT鄉民蒐集過去韓市府聲稱阿諾要相關報導整理成搞笑回顧貼出張媒體剪報聯合晚報2018年12月22日刊登韓國瑜邀阿諾明年訪高雄新聞中國時報2018年12月23日全版報導魔鬼終結者阿諾明年月訪高雄蘋果日報2018年12月23日全版報導韓國瑜邀阿諾訪港消息批踢踢鄉民認當時韓國瑜說口沫橫飛如今事情逐漸跳票鄉民提到證明智障有台灣媒體慘到沒什麼駐外單位好好查一下情況韓粉出征笑往生好像肥宅單戀一個正妹處宣傳越打民調越高韓總書記厲害觀看原文請點擊下面PTT原文傳送門,潘恆旭左四今天穿起白西裝走秀記者葛祐豪攝記者葛祐豪高雄報導高雄市觀光局長潘恆旭去年底透露魔鬼終結者阿諾史瓦辛格將於今年月高雄演講下文媒體今天詢問阿諾高雄潘恆答說透過公關公司追一下進度去年12月22日當時尚未就任高雄市準觀光局長潘恆旭媒體透露說主演魔鬼終結者走紅好萊塢影星阿諾史瓦辛格將於今年月高雄演講阿諾原則同意相關細節將進一步洽談眼見已經月中阿諾來訪消息只聞樓梯響網友一直問說阿諾到底高雄 對此潘恆旭今早參加高雄10處婚攝美拍景點的宣傳記者會記者詢問此問題他答說基本上透過公關公司追一下進度阿諾沒很多明星會來媒體詢問說阿諾不會來潘恆旭則回說邀請,2
新北市前市長朱立倫資料即時新聞綜合報導監察院昨彈劾負責偵辦曲棍球協會侵占公款案承辦檢察官陳隆翔認為陳認事用法明顯重大違誤立委段宜康則說一個陳情人希望檢察官偵辦錯應承認對此新北市前市長朱立倫臉書砲轟段宜康呑曲棍球六位蔡系監委干預司法朱立倫臉書質疑段宜康陳情蔡系監委竟侵犯檢察官偵查權彈劾基層檢察官朱強調司法獨立民主基石批綠營『司法改革』之名行干預法官檢察官之實朱立倫表示一位立委不吞曲棍球驚動六位蔡系監委來解套憂心未來檢察官遇到立委難以維護正義本報報導監委高涌誠蔡崇義調查發現陳隆翔認事用法明顯重大違誤並嚴重違反辦案程序造成應沒收銷燬物竟發還予被告違反刑法規定昨以票數彈劾案段宜康則表示沒有事先監委聯絡輪值監委陳情未做補充說明透過任何人監委有聯繫監委會做出決定投票知道,記者謝君臨台北報導2014年縣市長選舉期間民進黨立委段宜康爆料指擔全國曲棍球協會理事長前國民黨立委林滄敏涉詐領補助款最高法院去年判段敗訴須賠償100萬元承辦曲棍球協會相關人員涉嫌侵占公款案檢察官陳隆翔偵辦案件時涉重大違失今以票票遭監察院彈劾監委強調此案段宜康要不要吞曲棍球無關監委調查指出陳隆翔偵辦曲棍球協會相關人員涉嫌侵占公款案漏未論斷偽造印章印文及署押漏未論斷侵占及盜用公印文犯罪事實乃致本案將應沒收及應發還原權人彰化縣政府依規定銷燬物發還被告處分命令結案違反刑法規定均屬嚴重疏漏論理過程難以昭信服監委強調陳隆翔所犯非法律見解歧異事用法明顯重大違誤並嚴重違反辦案程序監察院今通過監察委員高涌誠蔡崇義提案彈劾了解出席會議監委有11張武修楊芳婉趙永清楊芳玲陳師孟田秋堇投下贊成票蔡培村包宗江明倉仉桂美方萬富則投下不贊成票監察委員高涌誠右蔡崇義左記者謝君臨攝,0
花蓮立委選情艱困選區找嘸 綠營持續勸進蕭美琴2019-05-18 13:44 聯合晚報 記者 聯合晚報 記者 王燕華 花蓮報導明年花蓮立委選舉民進黨立委蕭美琴連任意願不高 圖聯合報系資料照片 分享 facebook明年花蓮立委選舉民進黨立委蕭美琴連任意願不高民進黨持續勸進中花蓮民風保守老年人口多支持同婚蕭美琴遭2000多人連署罷免提案未過造成傷害立法院院會三讀同婚專法成為民進黨地方立委選情未爆彈民進黨立委初選登記月29日截止花蓮艱困選區沒有人登記正辦理第二階段徵召作業民進黨縣黨部主委陳景豊表示徵召作業沒有時間表蕭美琴第一人選總統府秘書長陳菊昨到花蓮徵詢地方意見了解地方希望中央持續勸進蕭美琴有人建議陳菊徵召許傳盛是否爭取連任蕭美琴未表態未辦理初選登記透過黨部表達累外界幾度勸進蕭美琴婉拒,拼立委初選 洪孟楷妻子雨中陪拜票2019-05-17 21:27 觀天下 記者許端驛淡水報導新北市立委第一選區國民黨立委初選參選人洪孟楷帶妻子淡水拜票 圖紅樹林有線電視提供 分享 facebook 新北市立委第一選區國民黨立委初選進入電話民調現有兩位參選人吳育昇洪孟楷競爭白熱化階段各候選人皆卯足全力17日洪孟楷更帶妻子淡水拜票梅雨鋒面影響大雨洪孟楷說風雨生信心感受許多民眾熱情洪孟楷曾經國民黨擔任發言人過去一年多積極地方經營扎根站路口每個選將基本功洪孟楷一張板凳每天一站兩個小時大太陽下雨天一旁妻子更時時陪伴先生拉票洪孟楷太太表示在家裡他一個非常丈夫現在理想要來社會打拼相信走出一條新道路洪孟楷夫妻站路口更到市區掃街洪孟楷表示一步一腳印一天時間爭取民眾認同最好一面展現給選民看,0
民進黨主導台灣同婚專法17日立法院正式過關南部不少民眾無法認同包括長老教會台南中會牧師机嘉勝直言教會明年總統選舉不會支持蔡英文前行政院長賴清德事後在臉書發表挺同言論出現情緒激動支持者退出挺賴社團群組台灣社會成為亞洲第一同志婚姻合法國家民風保守南台灣立刻出現反彈台南擁有83教會數萬教友長老教會台南中會不少教友出現不滿憤慨情緒是民進黨挺英派南部立委擔心影響明年選舉拒絕簽署支持長老教會台南中會牧師机嘉勝表示民進黨當初資深黨員蔡同榮林義雄推動公投如今沒公投放在眼裡違背去年底765萬張反同公投票民意長老教會尚未對外表明立場近日會開會決定作出反應直言明年不會支持蔡英文選總統賴清德臉書粉絲頁17日同婚專法過關發表挺同言論臉書社團立刻引起正反兩極民眾爭論手機聊天室支持者群組有情緒激動粉絲退出群組表達抗議諷刺同婚支持者幫賴清德選總統民進黨台南市黨部表示雖然網路上確有抗議同婚專法聲音黨部尚未接獲反同民眾抗議同婚情資中時 ,同婚立法進入倒數階段立院攻防政院版機率五五波行政院長蘇貞昌認為同婚專法價值選擇希望能爭取通過政院版草案行政院發言人Kolas Yotaka 表示明天行政院會後將舉行行政立法協調會報再次尋求同黨立委支持政院版專法Kolas說明天行政立法協調會行政院原本希望行政院版專法立法委員溝通尋求支持巧遇執政黨團原本召開黨團會議討論此事雙方決定合併召開將採行政立法協調會形式召開由民進黨團總召柯建銘行政院副院長陳其邁共同主持中時 ,1
外國網站Worlddata指出台灣1945年獨立independant since 1945圖擷Worlddata網站即時新聞綜合報導中國對外堅稱兩岸同屬一中外國企業若將台灣中國分隔開來會遭到施壓抵制國外網站直接列出台灣自1945年獨立恐怕會中國玻璃心瞬間碎一地蒐集全球各國地理氣候語言宗教經濟資訊Worlddata顯示台灣位東亞首都台北使用貨幣則新台幣TWD和許多位赤道附近國家沒有夏令時間全年格林威治標準時間快小時Worlddata指出台灣1945年獨立independant since 1945半總統制政體相對中國則共產黨一黨專政communist one-party system首都北京貨幣人民幣台灣網友看到Worlddata將台灣中國分隔清楚還從二戰結束獨立不禁驚呼完全台獨非華獨,俄羅斯主辦國際軍事比賽Armygames中國地圖竟沒台灣圖擷Armygames網站即時新聞綜合報導俄羅斯國防部2015年每年會舉辦國際軍事比賽Armygames並廣邀各國參沒想到今年參賽國介紹裡中國地圖竟沒台灣隱隱然顯示台灣獨立中國之外從國際軍事比賽官網看到比賽項目的舉辦地點坐落不同國家主辦國俄羅斯之外中國蒙古印度伊朗烏茲別克哈薩克白俄羅斯亞塞拜然亞美尼亞會有賽事展開顯示各國疆界圖裡中國方面雖畫出海南島完全沒有台灣台灣並不屬中國消息傳到PTT不少網友笑稱中國應該不敢俄國爸爸抗議欺善怕俄根本不敢嗆俄羅斯鄉民打趣地說沒想到俄羅斯挺台獨,0
酒駕釀成死傷事故一再上演北市府檢署合作要求酒駕累犯赴殯儀館服勞動役包括清潔禮廳門窗地板台北市議員徐立信17日進一步建議應擴大酒駕者勞動服務範圍如協助身分不明遺體接送擔任禮儀師助理強化生命教化功能對此民政局表示會議員意見轉報檢方評估實施可行性北市酒駕累犯配合地檢署安排前往殯儀館勞動役主要工作禮廳門窗地板清潔但會避開移靈走廊停柩室周邊區域2015年月年月酒駕服勞動役共51目前第一第二殯儀館各有議會民政委員會昨赴二殯考察參訪設施了解酒駕勞動役工作情況徐立信指出現行法規酒駕罰則不斷提高不少人心存僥倖如要改變酒駕行應該重新檢討勞動役工作項目徐立信建議酒駕勞動役應納入協助殯葬業者大體接送禮儀師助理撿骨師助理酒駕累犯近距感受生離死別之痛達到教化意義考量部分家屬覺得酒駕犯碰親遺體尊重身分不明遺體優先做起一名正在二殯服勞動役酒駕累犯說殯儀館服勞動役不會害怕但確實有警惕作用,高雄一名倪姓整形名醫2016年11月17日晚間診所員工聚餐隔日凌晨酒後駕駛BMW診所女員工蔣姓男友駕駛JAGUAR中華四路開競速飆車行經三多路口時 倪男失控撞蔣男導致蔣男JAGUAR衝到車道撞陳姓女駕駛Mini Austin一輛計程車造成陳女顱出血重傷車上拉不拉多犬則彈飛身亡倪男肇事逃逸判決書指出倪男當晚席間共飲智利老樹藤夏多瓶酒每瓶酒精濃度1313.5之間ETtoday報導高雄地院審依妨害公眾往來安全致人重傷罪判倪男年月徒刑蔣男年倪男1200萬陳女達成和解高雄高分院審酌改判倪男有期徒刑年緩刑年支付公庫50萬元緩刑期間交付保護管束蔣男肇事當時留在現場接受調查審改判年月★中時電子報關心飲酒過量有礙健康中時電子報,0
韓國瑜新總統一定巨大魅力影響力說服力2019-05-17 19:01 聯合報 記者 聯合報 記者 楊濡嘉 即時報導高雄市長韓國瑜今天接受中天電視台新聞深喉嚨專訪強調新總統一定三力巨大魅力影響力說服力帶動整個台灣人民積極動起來衝向光明未來,"韓國瑜同意納入國民黨初選民調這是天下蒼生2019-05-17 17:36 聯合報 記者 聯合報 記者 楊濡嘉 即時報導高雄市長韓國瑜今天接受中天電視台新聞深喉嚨主持人王正專訪談到國民黨總統初選時韓國瑜表示國民黨中央人小組徵詢納入初選民調他會說Yes, I do",1
酒駕汽車加速衝撞前方機車 摔落邊坡死重傷2019-05-18 20:10 聯合報 記者 聯合報 記者 陳斯穎 即時報導新竹縣關西鎮台三線新昀加油站附近今天下午約點羅姓汽車駕駛酒駕車機車衝撞發生車禍機車摔落邊坡共受傷名重傷機車騎士傷勢嚴重送醫前生命跡象急救宣告治新竹縣消防局接獲報案立即派遣共車10警消義消前往搶救現場傷者共名名重傷目前搶救名呼吸心跳橫山91送往竹東榮民醫院名重傷傷患者送往桃園804醫院名右大腿骨折傷患救護車送往竹東台大醫院警方調查羅姓駕駛酒後開黑色轎車載名友人行經台三線關西鎮南興里路段撞前方機車機車騎士乘客連人帶車摔落邊坡騎士傷勢嚴重送醫前生命跡象機車乘客身受重傷汽車一名乘客則右大腿骨折而羅男酒測值0.43毫克,影台中槍擊死傷 歹徒持槍行刑式殺2019-05-18 14:16 聯合報 記者 聯合報 記者 游振昇 即時報導台中市沙鹿區今天發生槍擊命案 兩名歹徒一長一短槍進入餐廳對著死者史姓男子行刑式方式開槍死者頭部胸部多處中槍餐廳夫妻受波及受傷台中市清水分局偵查隊長林明瑤說今天中午接獲報案沙鹿區中山路餐廳槍擊案 行刑式開槍30歲史姓男子送醫急救不治餐廳夫妻用餐受流彈波及受傷,0
國民黨基隆市立委選舉請假參選主委黃希賢前議員韓良圻議員藍敏煌宋瑋莉角逐市黨部15日舉辦協調會決定辦理初選採由全民調提名並委託全國公信力典通及艾普羅家民調公司月日連續天進行辦政見說明會最遲將月12日國民黨中常會公布人選國民黨基隆市黨部今日召集名參選人進行協調討論辦理民調日期機構黃希賢有事派代表參加眾人決議採全民調並從家民調公司中勾選決定全國公信力典通及艾普羅家民調公司為委託單位安排月日舉行採電話訪問任意成人協調會決議不辦理政見說明會全民調舉行完畢市黨部會將協調報給黨中央最遲將會月12日中常會中公布提名人選中時 ,國民黨主席吳敦義昨天與鴻海董事長郭台銘會面郭台銘初選提出三項建議包括特別辦法訂定符合公平公正公開民主程序民調應納入手機樣舉辦政見會辯論會了解黨內民調諮詢小組成員民調執行單位多持反對意見組發會將排除手機民調會後媒體詢問郭是否願意擔任副手郭表示副手適合人選過去十年做主帥習慣決策參謀會方法協助勝出 郭建議黨中央要舉辦政見發表會公開辯論會並由黨員媒體公民代表提問展現治國能力郭建議並未接受黨務人士表示黨內民調諮詢小組評估手機民調弊大利初選民調採戶中抽樣包含年輕人黨務人士說規畫北中南各辦一場國政願景電視發表會規畫辯論會國民黨目前計畫明天總統提名特別辦法作業要點時程月中旬辦政見會月上旬全民調月28日正式提名,0
阿里山豪雨400毫米下午封園 阿里山公路交通中斷2019-05-18 18:12 聯合報 記者 聯合報 記者 謝恩得 即時報導阿里山大雨不停今日下午點休園記者謝恩得翻攝 分享 facebook 阿里山氣象觀測站過去24小時累積雨量已達400mm豪雨等級超過380mm封園標準防範豪雨影響山區旅遊安全林務局嘉義林區管理處轄屬阿里山國家森林遊樂區今天日下午點起休園復園時間將視遊樂區聯外道路狀況另行公布林務局嘉義林管處特別呼籲大眾發布豪雨期間切勿前往山區旅遊應避免進入山區步道因強風豪雨造成落石坍方積水及樹倒危害安全公路總局阿里山工務段表示嘉義縣阿里山鄉台18線78.3公里路段今天上午10點半因山區持續降雨邊坡坍方造成交通阻斷原預計今天下午點搶通降雨持續達豪雨邊坡土石持續滑落預計延至明天中午12點搶通,台中南投雷雨 凌霄日累積雨量逾300毫米2019-05-18 13:01 聯合報 記者 聯合報 記者 吳姿賢 即時報導中央氣象局針台中市南投縣發布雷雨時訊息持續時間下午時30分止氣象局觀測中午南投凌霄測站今天日雨量已累積319毫米嘉義阿里山298毫米南投仁豐289.5毫米南投嘉義台中日雨量已破200毫米雷雨發生時應注意事項氣象局說旺盛發展流常伴打雷閃電劇烈降雨可能出現強陣風伴冰雹發生發生溪流河川上游易下游出現溪河水暴漲排水不良區域則易發生淹積水現象強大雨勢威脅各項戶外活動並將造成能見度欠佳影響行車安全山區易發生坍方落石土石流,1
國民黨基隆市立委選舉請假參選主委黃希賢前議員韓良圻議員藍敏煌宋瑋莉角逐市黨部15日舉辦協調會決定辦理初選採由全民調提名並委託全國公信力典通及艾普羅家民調公司月日連續天進行辦政見說明會最遲將月12日國民黨中常會公布人選國民黨基隆市黨部今日召集名參選人進行協調討論辦理民調日期機構黃希賢有事派代表參加眾人決議採全民調並從家民調公司中勾選決定全國公信力典通及艾普羅家民調公司為委託單位安排月日舉行採電話訪問任意成人協調會決議不辦理政見說明會全民調舉行完畢市黨部會將協調報給黨中央最遲將會月12日中常會中公布提名人選中時 ,鴻海董事長郭台銘13日赴國民黨中央拜訪黨主席吳敦義初選機制進行討論郭台銘會表示吳敦義提出三點建議第一初選須公平公開民主程序第二盼參考民進黨相關討論將手機民調納入初選規定建議黨中央舉辦公開政見發表會公開辯論會初選候選人公開回答黨員媒體公民代表提問郭台銘重申這是拚經濟打國際盃時代北中南三場辯論會一定經濟議題納入特別師承多位知名企業家包含賈伯斯學科技創新跟亞馬遜學到做網路行銷學到高科技投資軟銀孫正義學習打國際盃經濟牌適合人選工商 ,0
被控殺人去年月審獲判無罪林姓男子日前遭台中市警局第四分局查出今年月底台中市南屯區偷走一輛賓士汽車經調閱監視錄影機畫面DNA檢測警方台南逮補林男林男坦承不諱全案依竊盜罪嫌函送台中地檢署偵辦台中市警局四分局表示今年月27日凌晨台中市南屯區一輛賓士車E180遭竊警方受理報案調閱監視錄影器循線查到該車開往台南永康區監視器畫質不佳無法辨認竊嫌警方當時採集車內生物跡證今年月報告指出車內飲料罐上有林男生物跡證經詢問林男林男坦承當時代步臨時竊取該車日前依竊盜罪嫌函送台中地檢署偵辦台中市警局四分局指出林男11年前曾經涉嫌殺害一計程車司機去年再審獲判無罪目前罹患精神疾病住台南某療養院是否精神疾病影響其行將由檢方認定中時 ,新北市樹林警分局長林温柔警友會顧問團長黃炳嘉今特別15位身兼母職分局女性同仁獻上康乃馨禮盒蛋糕許哲瑗翻攝母親節將新北市樹林警分局長林温柔警友會顧問團長黃炳嘉今特別15位身兼母職分局女性同仁獻上康乃馨禮盒蛋糕對媽媽女員警們職場努力付出給予高度讚揚肯定並送衷心祝福感謝女警相當驚喜笑顏逐開直呼揪甘心警局注入一股暖意分局長林温柔表示現在女警執勤工作內容男警幾乎沒有差別兼顧職場家庭辛勞程度實難言喻分局將持續提升基層同仁福利建構更友善辦公環境中時 ,0
狂 泡麵修洗手台 結局眾人傻影片源自FACEBOOK泡麵肚子餓泡吃用途看到最近國外瘋傳影片一定沒有想到泡麵吃之外竟然當修繕工具國外流傳這部影片中看到一座洗手台破一個大洞有位男子拿出一堆泡麵修理一包不夠沒關係拿出超多泡麵打算塞滿破洞邊塞泡麵還灑調味料膠水填滿泡麵縫隙然後壓碎鋪滿洞口泡麵洗手台更服貼填滿之後當然不能洗手台凹凸不平男子拿出磨砂紙開始磨填進洗手台泡麵最後幫噴漆大功告成外觀竟然意外新一模網友傻眼沒有泡麵不能解決事情泡麵澱粉拿來當作填充物我能理解懂堅持放調味包放個熱水泡麵味洗完臉咬一口水槽,現代人常當低頭族走路滑手機坐車睡覺前說無時無刻拿手機出滑一下眼睛視力問題衍生很多年輕人罹患青光眼黃斑部病變保養眼睛變成很多人關注議題最近網路上瘋傳一種影片表示完短片眼睛疲勞得到舒緩還說減緩近視滋潤眼球影片內容通常有點迷幻造成視覺錯亂黑色綠色圖案指示做眼睛運動觀看中心點20秒合上眼分鐘20次眼睛回復精神一部還高達上百萬讚34萬多人分享影片真的保養眼睛外媒報導北京同仁醫院眼科副主任醫師熊瑛表示影片假近視可逆眼睛近視只能選擇戴眼鏡或動手術造成近視原因主要長時間近距事物拿手機看黑綠色影片走到窗邊眺望遠方看看綠色植物會舒緩眼睛效果眼睛疲勞會影響健康引發相關疾病尤其神經系統會痠痛乾澀眼花視力下降外嚴重者還會頭痛噁心全身疲憊醫師提醒平常不要用眼過度適症狀一定盡快醫檢查,0
