label,question,syn_question
蔬果雕神靈活現 柯豐富抱回香港國際美食大賽銀牌2019-05-13 10:38 聯合報 記者 聯合報 記者 王昭月 即時報導喜歡捏麵果雕樹德科大應用設計研究所一年級學生柯豐富今年以民間玉皇大帝神祇題材九五至尊君臨天下作品2019香港HOFEX國際美食大賽抱回銀牌技法融合學院派傳統工藝台灣蔬果雕刻工藝走出一條新路香港HOFEX國際美食大賽國際認證賽事今年有近20個國家參賽 藝術類作品150組柯豐富參賽作品運用芋頭南瓜食材結合中西技法呈現玉皇大帝輕駕龍椅君臨天下眾仙齊聚意境博得評審青睞柯豐富說作品玉皇大帝做主體雕出左司儀右禮儀仙女獻花仙女舞樂姜上引路童子太白金星16位人物兩兩成組另成情境以往做蔬果雕感覺蘇中老師啟發下融合西方結構設計算是大膽嘗試樹德科大動畫遊戲設計系暨電競產業管理學士學位學程主任蘇中表示柯豐富擅長泥塑雕刻技巧碩士論文研究跨領域藝術創作融會貫通應用蔬果雕刻技藝上作品更加藝術化,一手抱Bo妞一手牽咘咘 賈靜雯背這咖包超搶戲2019-05-12 16:11 聯合報 記者 聯合報 記者 吳曉涵 即時報導母親節到明星媽咪們紛紛曬出子女合照感受溫馨親情之外專屬媽咪出遊穿搭一大看點賈靜雯近日帶媽媽咘咘Bo妞到香港迪士尼樂園玩一打三狀況自嘲體力透支還被朋友取笑到底過母親節童節更引來女星曾之喬讚媽媽真偉大好強累歸累超有默契母女穿搭照必須賈靜雯以亮粉紅色外套搭白T恤牛仔褲腳踩粉嫩配色老爹鞋呼應咘咘Bo妞牛仔外套配粉紅貼腿褲母女三人粉嫩色休閒裝扮超可愛身上背包出自Marc Jacobs今年全新推出Softshot系列包款,0
沒想到今年季後賽惡意犯規之王竟然卓雷蒙格林保羅七六人中鋒恩比德聯盟11日宣布將不取消恩比德東區準決賽G6一級惡意犯規今年季後賽累積次惡意犯規將會處禁賽邊緣聯盟規定恩比德接下比賽吹次一級惡意犯規將會換來禁賽場處罰吹次二級惡意犯規禁賽場儘七六人有可能13日暴龍搶七大戰當中遭到淘汰恩比德今年季後賽太衝動恩比德東區準決賽G6還剩分鐘時暴龍中鋒馬克蓋索激烈爭搶籃板球竟然意外打中蓋索臉部裁判重看畫面認定恩比德故意吹一級惡意犯規儘賽要求聯盟撤銷惡犯遭聯盟拒絕今年季後賽場均20.1分10.4籃板3.3助攻2.2火鍋恩比德七六重要性無庸置疑經常鬧脾氣吹惡意犯規整個季後賽期間更持續傳出傷病問題缺陣想要成為真正球星還需學習成熟一點中時電子報,林姓運將不滿李姓機車騎士搶道喇叭竟惡意逼車將李逼人行道李為保護後座女性友人一度騎進巷弄躲避但林男持續尾隨逼車台北地檢署認為林男涉犯強制公共危險罪依法起訴檢方調查去年月18日凌晨時許61歲林男開小黃行經北市和平東路正準備左轉新生南路之際雙載李男騎車搶道左轉林男不爽開車一路尾隨逼車時間近分鐘李男為保護後座女性友人只好將機車騎巷口人行道躲避但林男罷休還在車道慢行尾隨在人行道李男李男見狀右轉進巷躲避林緊追捨李男巷甩開林男逃過方逼車事後李男持行車紀錄器畫面報警提告林否認逼車辯稱當時想確認李男是否騎重機抱怨方向車行投訴害車隊除名檢方認為林在馬路巷弄內逼車近分鐘危及用路安全認定林男涉犯強制公共危險罪證明確依法起訴中時 ,0
QA出現暫停僱傭關係字眼 長榮僅在回答問題2019-05-13 11:53 聯合報 記者 聯合報 記者 曹悅華 即時報導長榮勞資雙方三度協商破裂桃園市空服員職業工會啟動罷工投票長榮一份QA提到組員參罷工將暫停僱傭關係字眼外界質疑恐嚇此長榮說回答說明海外醫療保險福利暫時停止目的僅為回覆空服員問題長榮QA一頁問題罷工期間在外站生病受傷醫之費用是否可申請海外醫療保險理賠回答則是參加罷工組員公司暫停雇用關係參與罷工期間則不享有公司提供保險及理賠服務遭工會質疑恐嚇誤導會員,擬砍年終長榮空服激到 學者估罷工投票率成2019-05-13 14:30 聯合晚報 記者 聯合晚報 記者 曹悅華 台北報導桃園市空服員職業工會啟動罷工投票長榮大學航管系教授黃泰林說近日長榮發布擬砍年終聲明及前董座林寶水信長榮空服員激到預計罷工投票率可能會高達九成不同先前預估罷工通過率達七成黃泰林說近日資方動作頻頻罷工可行性高長榮分會率高達八成五到九成加入華航會員投票總會員數七成機率黃泰林說長榮治理文化一向偏日式資方強勢雙方難坐下來談希望交通部介入翻轉公司強勢意見勞資雙輸只會消費者受難開南大學空運管理學系副教授盧衍良說依過勞資協商紀錄顯示長榮航空願意提高空服員實質收入工會接受工會仍主張應調高日支費發動罷工工會應有權利應符合情理法各層面,1
高雄市長韓國瑜市議會備詢時市府團隊政風問題引用歷史明朝懲貪做法表決心中天新聞高雄市長韓國瑜去年九合一選舉時說過貪汙不要假釋關到死高雄市議會備詢時再次重申貪汙零容忍強調會以身作則整肅高雄市府硬派作風許多民眾有感稱幾任市長中魄力網友說韓市長 太讚高雄市議會進行市政總質詢議員以高雄市府16億餘元地方回饋金用主題質疑市府團隊風氣市長韓國瑜引用歷史回答強調要當市府團隊表帥重申韓國瑜貪污不要假釋還舉例說歷史整治貪污厲害應明朝明朝抓到貧官會用水銀從腦袋開個洞灌進去皮跳剝稻草塞進人皮掛在衙門貪污變成人皮更當場正式宣告韓國瑜貪污不要假釋總是覺得民主政治典範出一個很小很小人物率先告訴市政府團隊決心韓市長硬派作風許多民眾有感讚許市長中魄力網友說韓市長 太讚政治官員請仿照韓國瑜做此零貪污宣言中時電子報,台南市長黃偉哲中天新聞高雄市長韓國瑜昨鬆口當選總統 會高雄辦公表示新總統高雄上班整個政治重心資源挹注會到南台灣發展雙子城雙首長概念整個南北之間可能達到真正平衡綠營首長台南市長黃偉哲率先讚韓國瑜當選總統高雄辦公 黃偉哲贊同中天新聞中天新聞報導高雄市長韓國瑜昨鬆口當選總統會高雄辦公其實總統蔡英文兩年前設立高雄辦公室做做樣子使用一次前閣揆賴清德提出首都南遷台南台南成為政治中心達到台灣區域平衡蔡賴兩人說過到南部辦公韓國瑜鬆口當選總統 會高雄辦公展現港重視韓國瑜說新總統高雄上班整個政治重心資源挹注會到南台灣雙子城發展即可達到概念雙首長概念整個南北之間可能達到真正平衡黃偉哲說韓國瑜主張相當吸引力全國政治中心台北移到高雄南部人來講好事一椿中時電子報,1
鯊魚可稱海中霸主牠咬慘死肯定會感到驚訝一名釣客澳洲新南威爾斯海岸New South Wales coast附近海域意外捕獲一條死鯊魚身體截斷剩下頭部邊緣全是齒痕隨後更屍體發現旗魚喙畫面震驚許多人綜合外媒報導釣客柏馬基Trapman Bermagui照片上傳臉書只見隻尖吻鯖鯊Shortfin mako shark死亡剩下巨大頭部邊緣布滿大大小小齒痕粗估頭部重達100公斤這種鯊魚最長可至3.6公尺重570公斤牠海中速度可達每小時74公里鮮少成為獵物到底吃鯊魚許多人感到好奇而柏馬基更透露當他們將鯊魚頭剖開發現裡面竟藏一根旗魚喙嵌入鯊魚體內多年鯊魚癒能力強迅速傷口閉合驚人照片引發討論有人認為虎鯨有人表示鯊魚傷口推測兇手可能一位,年輕人膽子日本鹿兒島兩名中學生先前海灘時聽見有人喊鯊魚上前查看發現牠鯊魚一條巨型鮪魚兩人便赤手空拳大魚搏鬥小時成功捕鮪魚上岸還將魚貨帶居酒屋居民一同分享網友直呼超厲害日媒報導奄美市あまみし兩名中學生碇山聖純山下直斗周二日赤木名海岸時聽見戲水小學生喊鯊魚兩人趕緊上前查看發現一條擱淺巨型鮪魚長達1.74公尺決定捕捉牠眼見附近沒工具決定赤手搏鬥一名中學生碇山空手道校隊不過面重達97.6公斤鮪魚耗費相當力氣搏鬥近小時成功鮪魚制服居民目擊過程頻頻中學生喝采而捕鮪魚最終帶居酒屋請廚師將魚宰殺並分給居民分享居民非常感謝中學生更稱行為宛如漫畫,1
熱到話北極海氣溫達攝氏29度 全球暖化拉警報2019-05-15 12:05 聯合報 記者 聯合報 記者 徐榆涵 即時報導上周末全球氣候系統發出警報俄羅斯西北部北極海入口附近氣溫上升攝氏29度 美國夏威夷天文台近日數據顯示地球大氣中二氧化碳突破415ppm百萬分濃度創下地球數百萬年最高二氧化碳濃度俄羅斯阿爾漢格爾斯克Arkhangelsk11日氣溫攝氏29度往年平均氣溫約攝氏12度這座擁有35萬人口城市座落在白海旁邊白海最終匯流北極海巴倫支海位阿爾漢格爾斯克以東農村地區科尼亞斯Koynas12日氣溫更高飆升至攝氏31度俄羅斯許地方包括從哈薩克斯邊境白海上周末創下高溫紀錄平均溫度高出約攝氏20度變化二氧化碳濃度不斷增加二氧化碳濃度超越史上象徵性門檻夏威夷莫納羅天文台11日數據顯示地球大氣中二氧化碳突破415ppm可能300萬年最高自工業革命二氧化碳含量上升近50%,南韓儒家書院上榜世界遺產預備清單 月底可能2019-05-14 12:43 聯合報 記者 聯合報 記者 季晶晶 即時報導南韓文化遺產廳14日表示九座儒家書院上榜世界遺產預備清單歐新社 分享 facebook韓聯社報導南韓文化遺產廳周二14日表示南韓九座儒家書院推薦增列聯合國教科文組織UNESCO世界遺產預備清單文化遺產廳這是UNESCO旗下諮詢機構國際文化紀念物歷史場所委員會ICOMOS建議最終決定UNESCO世界遺產委員會World Heritage Committee月底亞塞拜然首都巴庫召開年會時做成文化遺產廳說世界遺產委員召開年會時通常會接受ICOMOS建議儒家書院申遺成功南韓可能擁有14座世界文化遺產包括首爾市昌德宮南韓儒家書院建13921910年間首爾當局2015年首度申遺一年主動撤銷ICOMOS當時認為南韓無法證明儒家書院中國日本儒家書院顯著不同南韓後來持續進行相關努力去年月重新提出申請,0
韓當選總統高雄辦公 蔡設南部辦公室最新民調顯示高雄市長韓國瑜人氣依舊所向披靡上任高雄市長僅月宣布參選2020總統大選辜負投票給他市民之慮拱選總統聲浪高韓國瑜遲遲未能決定韓國瑜今天接受東森關鍵時刻節目專訪時透露假設真的選上2020總統會選高雄上班形同正式鬆口參選韓國瑜訪談中表示現任總統連任新總統假設假設假設高雄上班不行行政院長台北上班總統府不動提問劉寶傑追問總統府不動上班韓國瑜指出總統府南部有辦公室完全沒有問題高雄鳳山辦公室旁邊一個總統府辦公室劉寶傑驚訝問辦公室已經找韓國瑜回應本來總統願不願意來高雄上班劉寶傑追問外賓來台改到高雄韓國瑜表示有三個方式第一飛機調頭飛到小港機場第二搭高鐵來回第三總統北上中時電子報,2020總統大選非韓投聲浪頻傳而據民調顯示7%韓粉表態國民黨推派高雄市長韓國瑜出馬競選不會投票7%約100萬人口國民黨台北市議員羅智強驚呼這對國民黨一大警訊TVBS報導做民調顯示韓國瑜不出原來投韓國瑜8%不會投票1%人會轉投郭台銘這兩者差距7%換算大約100萬人非韓不投對此羅智強資深媒體劉寶傑主持節目關鍵時刻表示100萬對國民黨非常警訊他強調現真的100萬人非韓不投明年月11日還是不是100萬看國民黨表現最終韓國瑜選沒問題韓國瑜沒有選100萬還是不是100萬時間解答羅智強強調韓國瑜現眾人圍攻韓在藍營支持力量非常穩固羅表示副粉專做民調超過三分之二支持韓國瑜選總統三分之一支持韓留在高雄之前發生事件黄捷綠議員質詢根本沒有影響韓國瑜藍營心目中地位藍營韓國瑜支持者依舊非常非常高中時電子報,1
"台灣百993814日公布自結今年四月EPS0.49元累計今年前四月EPS1.85元優去年同期1.64元百和興業-KY840414日公布自結今年四月EPS0.08元累計今年前四月EPS 0.54元優去年同期0.45元台灣百自結四月合併營收12.92億元稅後淨利1.46億元EPS0.49元累計今年前四月合併營收56.36億元年增42.8因累計合併營業淨利10.46億元年增33累計前四月稅後盈餘5.52億元年增12.8EPS1.85元優去年同期1.64元百和興業-KY自結今年四月合併營收5.65億元稅後盈餘,306萬元EPS 0.08元累計今年前四月合併營收27.18億元年增85.9因累計合併營業淨利3.94億元年增78.7累計今年前四月稅後盈餘1.56億元年增18EPS0.54元略高去年同期0.45元工商 ","緯創3231月合併營收年增逾成達635.5億元月下滑13.7表現符合公司預期累計今年月合併營收,697.64億元去年同期小幅走衰1.84續站歷年同期次高四大產品線出貨部分緯創筆電單月出貨較上個月走滑110萬台伺服器出貨16萬台桌機出貨達110萬台顯示器出貨65萬台展望第二季緯創預期筆電出貨將約達10季增力道產品線將有持平小幅增長表現工商 ",0
劉霞不願面劉曉波去世 告別式演戲2019-05-05 15:05 聯合報 記者 聯合報 記者 羅印冲 即時報導據德國媒體德國之聲報導時間日諾貝爾和平獎得主劉曉波遺孀劉霞法蘭克福表示一直不願意面承認劉曉波去世覺得劉曉波告別儀式被迫進行演戲真實身處德國劉霞時間日法蘭克福出席攝影展大陸藝術家艾未未美國著名漢學家林培瑞談劉霞表示柏林認識新朋友不想一個生活會找理由出門陪上街喝咖啡劉霞透露每天會按時服藥一個會躺不動形容知道每天麽日子2018年月遭中共軟禁多年劉霞獲准離開北京前往柏林同年月26日美國紐約出席一場權座談會這是劉霞離開中國首次公開露面,大陸五一假期結束 旅遊接待人數創新高2019-05-05 17:22 聯合報 記者 聯合報 記者 羅印冲 即時報導大陸五一勞動節日長假周六結束文化旅遊部公布五一長假期間全大陸國內旅遊接待總人數1.95億人次按年增13.7%實現旅遊收入1176.7億元人民幣下同按年增16.1%均創歷史新高大陸文化旅遊部表示五一長假中全大陸未發生重特大涉旅安全事故投訴案件當中文化旅遊消費額5011000元之間遊客比例最高38.0%清明假期提高1.2百分點遊客平均外出停留時間2.25天清明假期增長9.5%另據中新經緯報導日下午時10分今年五一長假電影票房已破15億元觀影人次則愈3435.67萬兩數均創歷史紀錄,0
日職王柏融復出首戰支 火腿13大勝樂天2019-05-14 15:22 聯合報 記者 聯合報 記者 吳敏欣 即時報導效力日職火腿台灣好手王柏融今天重返軍令和首戰將先發第五棒指定打擊亮相 擷圖自轉播畫面 分享 facebook【賽前報導】歷經兩周腿傷調整效力日職火腿台灣好手王柏融今天重返軍隨隊踢館東北樂天令和首戰將先發第五棒指定打擊亮相火腿今天調整陣容將王柏融和投手藤岡貴裕一同拉上一軍名單王柏融月29日主場迎戰軟銀時兩打席五局遭換代賽後傳出左大腿緊繃隔天下放二軍養傷王柏融二軍復健賽兩場敲出一支安火腿仍照原訂計畫今天回軍出賽本賽季王柏融26場比賽成77打擊率一轟16分打點火腿今天挑戰太平洋聯盟龍頭樂天推出防禦率1.54勝投王原航平先發抗樂天右投釜田佳直釜田佳直本季兩場出賽一場勝投防禦率高達10.38,日職王柏融打席野安下場 復出連場敲安2019-05-15 13:46 聯合報 記者 聯合報 記者 吳敏欣 即時報導王柏融今天兩打數一安打 擷圖自畫面 分享 facebook【賽前報導】告別一軍賽事兩周王柏融昨天傷癒復出令首戰以兩打數一安打作收比賽後段提前換下場休息今天火腿續戰樂天王柏融出任先發第五棒指定打擊幫球隊尋求四連勝王柏融昨天第一打席纏鬥13球敲出安之後選到保送並跑回火腿第一分八局上輪王柏融第四打席火腿換上換代谷口雄宣告復出首戰任務提前結束打擊率些微提升成82今天樂天派出右投古川侑利先發本季三場先發防禦率僅2.50勝場未開張一場月25日火腿出賽繳出六局只失一分投三度對決王柏融製造飛球出局火腿則是金子弌大同場較勁九場出賽五場先發將近一個月沒有勝投入袋戰績一勝兩敗防禦率3.94,2
香港富商劉鑾雄大劉坐擁約台幣4000億身家年前登報分手一號女友呂麗君並與二號女友甘比登記結婚成為一時熱議話題20日港媒爆料劉鑾雄現身一處商城身為多金名人竟一名短裙少女當街大吵原來方忙滑手機疑似撞大劉子女劉發飆香港蘋果日報報導前天下午大劉老婆甘比小孩商場逛街期間出現一名短裙少女疑因玩手機擋住手扶梯碰撞劉的孩子劉便暴怒開罵少女回嗆積福劉則爆粗口回應積福積老母並問少女小孩受傷辦賠眼見劉鑾雄公眾場合氣炸體貼甘比便出聲頻頻安撫老公鬧劇落幕傳聞網友評論正反兩極網友覺得劉沒風度有人認為劉鑾雄善盡父親責任父親遇到這情況可能發飆有人覺得行人太愛邊走邊滑手機這習慣太差該名少女檢討中時電子報,女子天團S.H.E今年月11日成軍17周年紀念日爆出Ella十月約滿後即將走離開所屬華研國際三人合體似乎遙遙無期日前王治平微博po出練團照似乎露出一線曙光日前王治平微博PO出練團照內容寫道17 concert rehearsal音樂會彩排Day1期待中期待地點更註明台北沒指名演唱會內容提到17 人聯想到今年S.H.E成軍17周年加上台北S.H.E發跡地方加上王治平曾策劃S.H.E演唱會外界推測S.H.E將舉辦音樂會隨後便緊急刪文疑似擔憂提早洩漏消息王治平疑似擔憂洩漏機密PO文刪文王治平微博更消息傳出慶祝活動需要排班荷包不會瘦推測可能三人合體演唱會此華研國際則表示17週年相關活動籌備中確認後公佈看來粉絲只能靜候佳音中時電子報,0
Google計畫將美國國家廣播公司NBC合作拍攝VR影集圖為GoogleVR裝置Daydream View歐新社即時新聞綜合報導虛擬實境技術VR逐漸遊戲界擴展日前南韓便VR技術轉播川金會Google計畫將美國國家廣播公司NBC合作拍攝VR影集綜合外電報導GoogleNBC達成協議製作VR技術拍攝影集目前預計將10集觀眾透過GoogleVR裝置Google CardboardDaydream View觀看VR影集影集會YouTube播放GoogleNBC另會知名節目週六夜現場Saturday Night Live實境秀溫達普規則VanderpumpRules科幻網站SYFY WIRE製作VR版影片Google表示上述部分內容會製作成VR180格式4K立體影片GoogleNBC先前英特VR裝置製造商Oculus Rift合作VR技術轉播奧運節目還想更新聞現在ＡＰＰ看新聞還能抽獎,天團五月天獲HTC邀請代言最新形象廣告月播出資料記者王憶紅台北報導宏達電2498月合併營業收入達27.7億元月增6%第一季營收87.9億元宏達電第一季營收雖未達百億元受惠Google達成11億美元合作協議今年月底完成交易超過台幣300億元一次性出售利益可望第一季認列相當每股盈餘挹注約32-34元下預估宏達電第一季全年獲利可望轉盈宏達電今年重心似乎放在第二季獨家官方合作國際大導演史蒂芬史匹柏最新力作 ＂一級玩家＂全球陸續上映宏達電攜手導演蔡明亮合作首部VR電影家蘭若寺日前正式啟動全球海外巡迴外新一代虛擬實境產品VIVE Pro將在月日出貨外市場傳出HTC今年旗艦機U12+發表時程延至月初還想更新聞歡迎下載自由時報APP現在新聞還能抽獎共萬個中獎機會,0
貼標籤評六位總統參選人 時郭台銘給2019-05-15 13:38 聯合報系攝影中心 記者 聯合報系攝影中心 記者 陳易辰 即時報導鴻海董事長郭台銘中午臉書直播接受YAHOOTV鄉民大會專訪主持人郭子乾請郭台銘幫政治人物貼標籤郭台銘幫朱立倫貼時韓國瑜絕頂聰明蔡英文總統則黔驢技窮柯文哲貼心口不一王金平敢作敢當賴清德優柔寡斷吳敦義是老謀深算最後還幫前總統馬英九貼推誠布公標籤,郭台銘支持內閣制 林濁水了不起給他讚2019-05-15 14:33 聯合報 記者 聯合報 記者 林麗玉 即時報導鴻海董事長郭台銘今天受訪時表態我個支持內閣制民進黨新系老林濁水今天臉書稱讚郭董要選總統説樣話了不起給他讚,1
記者陳梅英台北報導美中關稅全面開戰帶動美元日圓避險需求新台幣兌美元昨日貶破31元關卡今日盤中探月新低並持續31.1元靠攏中午暫時收31.093元兌美元貶值1.1分台北外匯經紀公司成交量5.16億美元外匯交易員指出新台幣今日仍然續貶貶勢收斂主要出口商持續拋匯離岸人民幣盤中出現反彈加上台股今日跌幅縮小有助紓解新台幣貶值壓力美中全面開戰下全球經貿均衝擊人民幣貶破早晚事新台幣緩貶趨勢不變短期則觀察外資匯出動作並盯緊人民幣走勢今日早盤新台幣31.045元兌美元開高升3.7分在外資匯出下轉升貶最低31.097元逼近31.1元還想更新聞歡迎下載自由時報APP現在新聞還能抽獎共萬個中獎機會,財經頻道綜合報導美中貿易戰升溫全球股市受挫就連哈日族掃到風颱尾日圓兌美元升至109.64加上新台幣貶破31元關卡台銀現金匯價日圓兌新台幣已升破0.2866創今年月17新高若換萬元台幣去年12月14日低點0.2753荷包少7161日圓近日日圓轉升美元匯率升破110關卡下午109.64台銀現金牌告匯率日圓台幣下午一度0.2866創今年月17新高若以兌換萬元台幣今天只能換到174459日圓去年12月14日低點0.2753荷包少7161日圓張迪士尼成人票飛若將時間拉今年月底點少4752日圓還想更新聞歡迎下載自由時報APP現在新聞還能抽獎共萬個中獎機會,2
洞察號拍火星日出歐新社即時新聞綜合報導美國太空總署NASA火星探測器洞察號最近傳回火星日出日落照片只見一個昏暗太陽懸掛火星地平線地球景象大異奇趣綜合外媒報導洞察號跟精神號機會號好奇號的腳步週拍火星日出日落照片洞察號科學團隊聯合研究員兼圖負責人馬奇Justin Maki日表示這是火星任務傳統主要圖像任務完成決定捕捉一個世界看到日出日落洞察號的機械手臂月24日25日用相機拍下照片NASA官員表示洞察號在火星時間凌晨時30分捕捉到日出大約13小時拍日落照片照片突出小太陽NASA官員表示火星離太陽距離地球遠太陽這顆紅色星球天空中亮度地球NASA洞察號任務耗資約億美元去年11月火星赤道附近著陸任務包括調查火星地震土地測量探查火星內部熱傳輸洞察號拍火星日落歐新社還想更新聞現在ＡＰＰ看新聞還能抽獎,火星李奧撞擊坑附近出現一神祕藍沙丘擷取自NASA即時新聞綜合報導美國太空總署NASA20日公布一張影像火星偵察軌道衛星MRO拍下回傳火星表面伊斯墨諾斯湖區Ismenius Lacus quadrangle李奧撞擊坑Lyot Crater附近拍一座大型沙丘原始成色宛如綠松石般相當特異NASA噴氣推進實驗室指出李奧撞擊坑附近分布眾多新月狀沙丘群沙丘群南方坐落結構更複雜的大型沙丘專家認為沙丘由顆粒更細小周圍環境相異材質構成形成原因仍待進一步研究方可得知火星表面目前正前未見沙塵暴襲擊NASA派出探測車機會號日前被迫休眠需待沙塵暴結束得以接收太陽能並重新充電一架NASA探測車好奇號則未受影響正在沙塵暴中執勤紀錄重要數據回傳給研究團隊原始影像中沙丘成色相當接近綠松石擷取自NASA還想更新聞現在ＡＰＰ看新聞還能抽獎,1
空服罷工投票最新會員數曝光 若達兩數字取得罷工權2019-05-13 13:11 聯合報 記者 聯合報 記者 曹悅華 即時報導桃園市空服員職業工會啟動罷工投票最新會員數曝光總人數5933會員同意票必須超過一半2967長榮分會會員數則3276八成必須2621投同意票順利取得罷工權工會稍早公布最新會員數字總會員數5933長榮分會會員為3276同意票超過總會員數一半且長榮會員超過八成便取得罷工權意即2967位會員投下同意票且長榮分會會員要超過2621可能發動罷工長榮勞資雙方第三度協商破裂正式啟動罷工投票月13日到26日由長榮分會先投票27日到月日則華航及航空服會員投票了解工會目前規畫月日結束投票當天傍晚時開票地點尚未決定預計會邀請勞動部桃園市勞動局官員一同來見證月26日長榮分會結束投票當天投票率未達成門檻會提前宣布,擬砍年終長榮空服激到 學者估罷工投票率成2019-05-13 14:30 聯合晚報 記者 聯合晚報 記者 曹悅華 台北報導桃園市空服員職業工會啟動罷工投票長榮大學航管系教授黃泰林說近日長榮發布擬砍年終聲明及前董座林寶水信長榮空服員激到預計罷工投票率可能會高達九成不同先前預估罷工通過率達七成黃泰林說近日資方動作頻頻罷工可行性高長榮分會率高達八成五到九成加入華航會員投票總會員數七成機率黃泰林說長榮治理文化一向偏日式資方強勢雙方難坐下來談希望交通部介入翻轉公司強勢意見勞資雙輸只會消費者受難開南大學空運管理學系副教授盧衍良說依過勞資協商紀錄顯示長榮航空願意提高空服員實質收入工會接受工會仍主張應調高日支費發動罷工工會應有權利應符合情理法各層面,1
甘比曬全家福照片圖翻攝kimbeechanofficial IG身家千億香港富商劉鑾雄大劉2016年妻子甘比結婚最近港媒報導劉鑾雄過涉賄賂案最近港澳之間修訂引渡條例傳大劉可能面臨牢獄之災分起家產對此提出司法覆核自保引發外界議論甘比稍早分享全家照片疑回應家中生活依舊平靜幸福劉鑾雄年前登報分手一號女友呂麗君並和二號女友甘比結婚生下一兒一女則生一兒兩女婚後甘比大劉手上得到價值10億港幣房產180億港幣商場加上現金股份外界粗估甘比身家超過600億成為新一代香港女首富新浪娛樂報導劉鑾雄2014年一起賄賂官員案被判有罪劉鑾雄健康拒絕澳門服刑引渡條款修正恐將被關傳聞大劉近日忙分配家產而港媒報導大劉提出司法覆核盼以此脫離引渡可能性甘比今IG分享全家福分享月復活節時帶小孩到倫敦參觀車路士球場多倫多兩天探望姑姐指劉鑾雄妹妹孩子仍然懷念著姑姐招待最後強調感恩一家人聚在一起開心中時電子報,香港富商劉鑾雄大劉坐擁約台幣4000億身家年前登報分手一號女友呂麗君並與二號女友甘比登記結婚成為一時熱議話題20日港媒爆料劉鑾雄現身一處商城身為多金名人竟一名短裙少女當街大吵原來方忙滑手機疑似撞大劉子女劉發飆香港蘋果日報報導前天下午大劉老婆甘比小孩商場逛街期間出現一名短裙少女疑因玩手機擋住手扶梯碰撞劉的孩子劉便暴怒開罵少女回嗆積福劉則爆粗口回應積福積老母並問少女小孩受傷辦賠眼見劉鑾雄公眾場合氣炸體貼甘比便出聲頻頻安撫老公鬧劇落幕傳聞網友評論正反兩極網友覺得劉沒風度有人認為劉鑾雄善盡父親責任父親遇到這情況可能發飆有人覺得行人太愛邊走邊滑手機這習慣太差該名少女檢討中時電子報,2
港星許志安日前痛哭道歉喇舌30歲港姐黃心穎男人形象全毀許志安鄭秀文婚姻面臨考驗巧大陸實境節目妻子浪漫旅行中袁詠儀問到老公張智霖偷吃袁詠儀一秒暴躁怒吼袁詠儀妻子浪漫旅行中問到老公張智霖開小差辦袁詠儀疑惑問開小差謝娜隨即解釋喜歡上別袁詠儀秒暴躁拍桌怒吼並指餐桌上的魚這魚煮煮袁詠儀隨後冷靜說我覺感情很難說我永遠老公說沒關係一定告訴不要最後一個人來告訴袁詠儀說真要離開家庭硬留身邊痛苦可能留住隨後仍忘說煮逗樂全場中時電子報,袁詠儀微博全文圖取材自袁詠儀微博港星張智霖港姐出身袁詠儀是著名模範夫妻檔今年月將迎接結婚18週年張智霖昨傍晚微博曬袁詠儀合照並寫今日分道揚鑣發文驚呆不少網友對此袁詠儀今凌晨發文回應張智霖昨曬袁詠儀合照並發文機場今日分道揚鑣分道揚鑣四個字更是嚇傻網友疑似錯成語有人夫妻感情出問題袁詠儀今凌晨則發文糾正老公阿張先生分頭行事原來張智霖錯成語會引發轟動繼張智霖昨晚張智霖是不是用錯成語登熱搜今天截稿微博則袁詠儀糾正張智霖登上熱搜榜在網路上造成轟動中時電子報,2
AAE執行長大衛‧馬丁左韓國瑜一起受訪圖擷自直播畫面高雄市長韓國瑜昨日自爆美國漫威公司想奮鬥過程變成漫畫市府證實前漫威成員現為AAE執行長大衛‧馬丁David Martin拜會韓國瑜這起漫威烏龍事件大衛‧馬丁今天下午韓國瑜陪同出面說明大衛‧馬丁指出公司創造英雄原型韓國瑜身上看到英雄故事韓國瑜一個平凡變成城市領袖希望這事蹟變成一部漫畫做全球發行希望透過漫畫學習韓國瑜奮鬥人生態度韓國瑜烏龍事件表示大衛‧馬丁昨天突然他講嚇一跳大衛‧馬丁覺一個賣菜郎離開政壇很多年突然選上市長他覺變成漫畫韓國瑜澄清昨天採訪時把畫拿出原本並沒有公開公布脫口出漫威要出漫畫韓國瑜表示清楚公司漫威垂直整合水平整合顯然相當多業務共同蜘蛛人蝙蝠俠綠巨人浩克開心接受沒有想法中時電子報,韓國瑜高雄市議會面對民進黨議員質詢表現引起網友熱議對此王世堅節目韓國瑜緩頰表示經濟韓國瑜專業韓國瑜專長編織夢想帶來希望網友傻眼直說這是高級反串韓冰出國不演王世堅日政論節目討論韓國瑜議會表現表示韓已經提出設自貿區大方向執行各項政策細節韓專業韓擅長編織夢想帶來希望這才韓國瑜主軸王世堅說韓國瑜選前半年惡補高雄議題一開始連路名說不熟預算市政情況逐漸熟悉最後更再度搬出倚天劍說呼籲國民黨派出韓國瑜參選不少網友看到直說這哪門子緩頰根本就是高級反串標準捧殺韓冰一出國就不演哪是護航根本嘲諷開到底專長中時電子報,0
